OTUID,Kingdom,Phylum,Class,Order,Family,Genus,Species
009d437a4ceb2f0e3ba68630b193ceb5,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Butyricicoccaceae,g__Agathobaculum,s__Agathobaculum butyriciproducens
05aeb23ea33d2cf94d2215c924faac02,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,g__Lawsonibacter,NA
062ae178ac8b6db9fe94ddffaeaa5bea,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Acutalibacteraceae,NA,NA
0d5854d09fef1e1466c74094d76ce060,d__Bacteria,NA,NA,NA,NA,NA,NA
0dc9d80e4e763b4a006df313bdac5f35,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,NA
0f2ae620bdb55229e0c8592f952b0602,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae,g__CAG-1427,s__CAG-1427 sp000435475
286dcb690d57155ae57b8b009c44849f,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes_A_871404,s__
3474a9d0ac2a85d1b3e4e1e1b5774256,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_504705,f__Xanthobacteraceae_503485,g__Bradyrhizobium,NA
40ff9379f498956f86a0408386d4495c,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__TANB77,f__CAG-508,g__,s__
46924d030fee2c491263ab29cd0fdc84,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Ruminococcaceae,g__Paludicola,s__Paludicola psychrotolerans
47db911c3312c87cf1e788855124ced8,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,g__Lawsonibacter,NA
4a5532d86a985c448920d9c904c8d56e,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Ruminococcaceae,g__CAG-353,s__
5172b6247f90d277a3c0b5162867f37f,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A_141781,s__Blautia_A_141781 luti
580d22143d778b3c2fbf69c29a257879,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_501396,f__Rhizobiaceae_A_499470,NA,NA
5dad1a43049cd24abe436c7d1978668a,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,g__Faecousia,s__Faecousia sp000434635
5e8119286078ef806b64ef75732bfe15,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,NA,NA
6bdd285bfb9faf2698330951373fe008,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,g__Faecousia,s__Faecousia sp000434635
78768bf00e1f3aeebf32afddd0730806,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-485,NA
7b7dd6fcf1c38963649e2e34a764d7e0,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Ruminococcaceae,g__Phocea,s__
888d7d7ad6a04d71a5745996bb25cf87,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Traorella,s__Traorella massiliensis
893650a6b414821caed1e3cb47e11670,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales_660879,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter ursingii
96a149564caa05a83790ff6bb265cc81,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Bacillales_B_302584,f__DSM-18226_301387,NA,NA
977934f6974142575e69930151c3cd25,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,g__,s__
989fd0a6528155676a5d5d01e80b383f,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,NA,NA
a0800ab251ba81491f76bd9fe4302bf2,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Porcincola,s__
a687b6bc59ec93e3db3df331f2b476ad,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingobium_A_485959,NA
a859842de1f2d3ab7f4f201544499a2d,Unassigned,NA,NA,NA,NA,NA,NA
b5c1b3ca148ac0dde7042a50674c9181,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A succinatutens
ba7b72ea4eb9d460f0ad5e71a0b8f67a,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Butyricicoccaceae,g__,s__
c0d7dd3c06cb6ce20932722afcfbfb13,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__RF39,f__UBA660,g__,s__
c41a49dec62c7b675593ad4ab5e22437,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Ruminococcaceae,g__Fimivivens,s__Fimivivens sp900113995
d36e3ad0a92b79d204db4dd1ddd5fe2e,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales_993777,f__Leptotrichiaceae,NA,NA
d471591f9a0b116330e097ccf3c515fb,d__Bacteria,p__Proteobacteria,NA,NA,NA,NA,NA
d90dd25efe94303a524e0b6e7a1cccdf,d__Bacteria,p__Patescibacteria,NA,NA,NA,NA,NA
dc2db5e45866944a51af5d323ced5dea,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Ruminococcaceae,g__Massilioclostridium,s__
efaf79a113b9c5b6a91409b080748b32,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Christensenellales,f__GCA-900066905,g__GCA-900066905,NA
f038f442ae90090aa541c5d087f2302e,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Acutalibacteraceae,g__Caproiciproducens,s__
01230ea658bb45f16d7c9cced997b2ec,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,NA,NA
0f08fd9303406c14851a493accfbd203,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Cryptobacteroides,s__Cryptobacteroides sp900544195
138b504c1cb6175ddab610cc09249882,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__,f__,g__,s__
1841a6a9e4165e45e9ad0abd86001b61,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Christensenellales,f__CAG-74,g__Onthenecus,s__
1b476f68fc0490e3f7e30764a8da12c5,Unassigned,NA,NA,NA,NA,NA,NA
1bcb1103fd6302be941f01eac3b43be3,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Latilactobacillus,NA
213b1d6cd40107fe3d325ac4baa59e38,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae,g__CAG-1427,s__CAG-1427 sp000435475
2266592eee2c0c8697e69e52a56c34bc,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Peptostreptococcales,f__Anaerovoracaceae,g__,s__
34a3acb5e5bf39646b6bd40c283150ea,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__Anaerococcus nagyae
4904d153ea8831d69704651eb37bf8b0,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__,f__,g__,s__
4f8a14b7e58aa38e31195a909fb192fc,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,NA
5a508d238002f274f1f759fc514a3ed8,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae_966727,g__Segetibacter,s__Segetibacter aerophilus
6c948fe5118b6f734e83a0a0ec5d0ab5,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Christensenellales,f__Borkfalkiaceae,g__Borkfalkia,s__
7dbb8190eb35377e97c7386125960d27,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Enterocloster,s__Enterocloster citroniae
833ab3e0f49a943c95956978f3fe9d7e,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Pedobacter_887417,NA
8a083e4a5c8fcf32b516b6ffd38f451b,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp002251435
91c9eca270c91b946b17b23b326b1409,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,NA,NA
95cfead4ec32aa4d3e0b912aae0b8671,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,NA,NA
9d0da38c2677cda1533a3ada5f8c4605,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Christensenellales,f__Christensenellaceae,g__,s__
a398a61f0bf244b342f68679d78da9b4,d__Bacteria,NA,NA,NA,NA,NA,NA
a60fdbc5b737660b7655279c3ae08867,d__Bacteria,NA,NA,NA,NA,NA,NA
abe08e00f3b1e7a585d897c9368f8897,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Acutalibacteraceae,g__,s__
b0def6cc407b104c23af0e87c8a508ae,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Christensenellales,f__Borkfalkiaceae,g__UBA1259,s__UBA1259 sp900320065
b9702e0b21a3ad1199ebaed2388a09f2,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__QAKW01,g__QAKW01,s__
bbcd46ffae7d50084e7e4872d96f4635,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592524,f__Burkholderiaceae_A_580492,g__Ralstonia,NA
c58e56559429ea552c5b040a2db27fbc,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,g__,s__
cce8cc4a9070cc6ef1ad56cf6f5824f7,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella hominis
cd802ebfcd61e105b11f36234fdee128,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Peptostreptococcales,f__Anaerovoracaceae,g__Emergencia,s__Emergencia sp009935805
ced9abc0a8a485d12d14edd62f468784,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,NA,NA
d591c0a21bbf0317f2af00bc954c21de,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,g__Faecousia,s__
dc92f18bb5de9524ef7b0e794daa9669,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Acutalibacteraceae,g__,s__
ddb81fdd2901aa061a8d6ade48daf41b,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas_L_486704,NA
e26c1cb4be697e2d864e62696d097dfe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides_H,s__Bacteroides_H faecalis
e2e761c9e3bd5ba4aa08cf01d67d290c,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,g__WRMH01,s__WRMH01 sp009777235
e5e63febba4b0bd4649450939c85cc6e,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,NA,NA
e6ba07fa40c92acb73ba0db7249e212e,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_500471,f__Rhizobiaceae_A_500471,g__Agrobacterium,NA
e790e5d00adf096cdd8ac8457fad7363,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Acutalibacteraceae,NA,NA
ebd6326fda387722afa81fd3eb097874,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Erysipelotrichales,f__Coprobacillaceae,g__Catenibacterium,NA
f40f75f9d0c3cc07498fa16dc5bbc67d,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Elainellales,f__Elainellaceae,g__O-77,s__
fbdd04ba1f89696219287a8a64119ff4,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lacticaseibacillus,s__Lacticaseibacillus rhamnosus
052203998fe10109b9a42cf3b9a3327d,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Acutalibacteraceae,g__Acutalibacter,s__Acutalibacter sp009936055
2176c54d7e3fc9fa804c0fb3c0f71385,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Cellulosilyticaceae,g__Cellulosilyticum,s__Cellulosilyticum lentocellum
2ff3ebf2a8b85c07dede155829f92a38,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__Limisoma,s__Limisoma sp900548875
3047274869dc07aa4d5a4fdc9fc049da,d__Bacteria,p__Firmicutes_B_370539,c__Dehalobacteriia,o__Dehalobacteriales,f__Dehalobacteriaceae,g__,s__
376bfc9873f758d6ede7458dcc3ee44e,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas_L_486704,NA
3a5d81aa0bbdd3256059a0b5479fa038,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,g__WRMH01,s__WRMH01 sp009777235
3f5a1990ece0d4a618d23aa7a89fa1b5,Unassigned,NA,NA,NA,NA,NA,NA
546a016e10d962152fcaa412aecd6552,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Ventrimonas,s__Ventrimonas sp003611875
578a90ebea7c7b9e9f6475f73b9ca663,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Paraprevotella,s__
5804ef1b820e13d3201fe5226bd183fa,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Ruminococcaceae,g__Anaerofilum_74150,s__
5a62bcecd8492e1477fe493d2436e0e7,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Phocaeicola_A_858004,NA
623112bcc41131698971c5776c241cdf,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Corynebacterium,s__Corynebacterium propinquum
630be7d6016470a31a03571402cf9e46,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__UBA7173,s__UBA7173 sp002491305
6349fc229eddb553b740942871eacfdc,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Acutalibacteraceae,g__Clostridium_E,s__
751384c659896bbf86b9e879cc0bf71d,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Microbacteriaceae,g__Agromyces_B_382064,NA
7650cbbc9b19f3a2b60152d4f0a7d614,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,NA
7b6c483ec584d1a06806cca6cd339b54,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Akkermansiaceae,g__Akkermansia,s__Akkermansia muciniphila_D_776658
7d52d86511c8fbfb846cc67db88d3b56,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae_966727,NA,NA
855e823f0ec6d4bbf5062b9f0c0ac24e,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Megasphaeraceae,g__Anaeroglobus,s__Anaeroglobus geminatus
8a14a63632a62df753c9fb045860368c,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Dermatophilaceae_390796,NA,NA
8b648e71de0d352125c7416be183da65,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,g__Dysosmobacter,s__Dysosmobacter sp000403435
8c4686fbc7218eda36d91ad23995526d,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,g__Lawsonibacter,s__Lawsonibacter sp000177015
8eb203ddee9680625e7d8486756d9ef3,Unassigned,NA,NA,NA,NA,NA,NA
92f0b3cf53e4c5c532d9bfd4cee8e2f9,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,NA,NA
a2b6f8a759e58e28b8e187842c34182a,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A_501396,f__Rhizobiaceae_A_499470,g__Ochrobactrum_A_499024,s__Ochrobactrum_A_499024 pseudogrignonensis
a4c8b16f047ca8f7d2b3d4c42c43d35e,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,g__Dysosmobacter,s__Dysosmobacter welbionis
b282cd14bac9d13478acc6e38e8b3301,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Enterocloster,s__
c440a62b6ccd1e12766c1adacf0e8ebe,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,NA,NA
d5a3028b4ca76efd41275e3d7723ac2f,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Lancefieldella,NA
e17013d19b344bb1f9fbb82fc4635ff3,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Peptostreptococcales,NA,NA,NA
e2822be25af393584bc6899a3907f151,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella copri
e5db6df7efc109aeecda521c8fe11ad1,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Erysipelotrichales,f__Coprobacillaceae,g__,s__
e87e084722ede58992298b1237b0a1ee,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,NA,NA
ea14e0f899b69b8331631d4014fe793a,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae,g__Phoenicibacter,s__Phoenicibacter congonensis
ec52c65c948c18af48fe303528efb32a,Unassigned,NA,NA,NA,NA,NA,NA
ee36824cd8ad5db2f54f604848c720a0,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__UBA3282,s__UBA3282 sp003611805
f2ac02563e6712fccf4926f531624e59,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,g__Papillibacter,s__Papillibacter cinnamivorans
fbbcd3d9b6344f5b1fd79d3d4fb77d39,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__UBA636,s__UBA636 sp900546285
fc7d5b8b053297c5658224bbe299be1c,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces dentalis
0026fb80a957f0c48269aab90ce3a31b,d__Bacteria,NA,NA,NA,NA,NA,NA
0304fb30159d1733a0e7df31979507d8,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia_401430,o__Acidimicrobiales,f__JAAYBP01,g__Aquihabitans,s__Aquihabitans daechungensis
0a83c223bbd3fb4c69fa6a7f3bdb7a22,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Anaerostipes,s__Anaerostipes faecalis
0c731bd13561dc71c670467045fd35cc,d__Bacteria,p__Patescibacteria,c__Paceibacteria,o__Paceibacterales,f__Staskawiczbacteraceae,g__GWA2-37-10,s__
12b8f6d1116661f99022218485c0dc41,d__Bacteria,p__Synergistota,c__Synergistia,o__Synergistales,f__Synergistaceae,g__Synergistes,s__Synergistes jonesii
156d2a1b6d5423db186a7f3c00fa9e2c,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Microbacteriaceae,NA,NA
183785e6745f9303b27a88a3119d681d,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae_42771,g__Centipeda,s__Centipeda periodontii
191466b797decf18d76b092cdd646089,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Christensenellales,f__Borkfalkiaceae,g__Borkfalkia,s__Borkfalkia ceftriaxoniphila
1e489aa20792ec72f697e6d736c70c0c,d__Bacteria,p__Verrucomicrobiota,c__Lentisphaeria,o__Victivallales,f__Victivallaceae,g__Victivallis,s__
2b7bc821522aa37f8c72616a0e9cc0ea,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,NA
2e5bf3947c6df7b975ba391dce1b38b3,d__Bacteria,NA,NA,NA,NA,NA,NA
3d1a0779ce6801c76e2c4c580af8ce75,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Ruminococcaceae,g__Faecalibacterium,s__Faecalibacterium prausnitzii_C_71351
40d9b33f40fae0218b7ea141de897c4f,d__Bacteria,NA,NA,NA,NA,NA,NA
51e6f56036da33285837e09dd50d2c18,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp902776665
57450eb8f9e1b6a618e57a2d98bca4e6,Unassigned,NA,NA,NA,NA,NA,NA
5dc7a90f5ca9d224b2c82843270a5844,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Roseburia,NA
5ee01637623e6f4853807a8efe33cfbe,d__Bacteria,p__Chloroflexota,c__Chloroflexia,o__Thermomicrobiales,f__,g__,s__
69d9d199b8f97f1ba091cda0c3179474,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales_592524,f__Burkholderiaceae_A_574758,g__Pseudoduganella,NA
73f51289a97829785baefbfc0f38be81,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales_A_737866,f__Alteromonadaceae_665222,g__Pseudoalteromonas,NA
798b0bba09c94a715ef8e111def3eb56,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Mediterraneibacter_A_155507,s__Mediterraneibacter_A_155507 massiliensis
89acf1add4655d7b270f33abbbb9cec2,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,g__Dysosmobacter,s__
914e138390317de9993c4cfa0f0d0ef8,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Acetivibrionales,f__DSM-8532,g__,s__
a1874f413b05746753fb0fcf1a727e9e,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_F,s__Eubacterium_F sp003491505
a2a9a2337f79bc3c3d61b16643cafa9b,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Fusicatenibacter,s__Fusicatenibacter saccharivorans
a478b22a60058d645fb8c1cd93ce62e8,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Acetivibrionales,f__DSM-27016_98371,g__Ruminiclostridium,NA
a7fa8f793907ed922ea99e6b97a0d668,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Pediococcus,s__Pediococcus argentinicus
b1e4f3938006883ac2e1ea0aa8e53ae8,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Ruminococcaceae,g__Gemmiger_A_73129,s__Gemmiger_A_73129 formicilis_72474
b27f451bf203093b1c3bd882b22308ce,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,s__Collinsella bouchesdurhonensis
b3e784bb57a013d3266459b6342dd457,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,g__UBA2658,s__
b5ee48717156cd169cb4dfc4c144ef8b,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Paludibacteraceae,g__RF16,s__RF16 sp002452095
b5fcb1bca35430ad3682bd5e70b90cb4,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Anaerobutyricum,NA
b6414955b839bb96104013a0d5b2633e,d__Bacteria,p__Verrucomicrobiota,c__Kiritimatiellae_777934,o__RFP12,f__UBA1067,g__UBA1067,s__UBA1067 sp900320855
b65994f42c14e552c824cc611b3ce42d,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,g__Papillibacter,s__Papillibacter cinnamivorans
b68fa3c1fc1370ef6f9967cf774fcf2e,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Marinifilaceae,g__Odoribacter_865974,s__Odoribacter splanchnicus
c44fbe5d813668ba5b59823598cff1bc,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Oscillospiraceae_88309,g__Limivicinus,s__Limivicinus sp002320035
cb1ab451b4c00cdb3f2d614a9a21f37d,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Oscillospirales,f__Acutalibacteraceae,NA,NA
de4aec9a123454b0a380f98fc9af355d,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Phascolarctobacterium_A,s__Phascolarctobacterium_A succinatutens
de67c3bad3f6d1e8db3dcb3dee26c62b,d__Bacteria,p__Firmicutes_D,c__Bacilli,o__RF39,f__UBA660,g__CAG-302,s__CAG-302 sp000431795
e02eef3d29e62dd476ccfbcc20a8dc44,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,NA,NA
e461709a19ae47400cd85d3b4dde9317,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,NA
ee03270789c1de9f14cb1267da872824,d__Bacteria,p__Firmicutes_A,c__Clostridia_258483,o__Lachnospirales,f__Lachnospiraceae,g__Paralachnospira,s__Paralachnospira sp902363445
eedda36a99d9b1e47b29dbe0695269ee,d__Archaea,p__Methanobacteriota_A_1229,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanosphaera,NA
ef2a3c4336f55838ace1a9f5e47a1978,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Marinifilaceae,g__Gabonibacter,s__Gabonibacter massiliensis
